Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Lower,Estimate,Upper
5190.133333333333,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,4.730988604732888e-4,0.017132394501893272,0.2943743206332083
5449.639999999999,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,4.99288764380253e-4,0.021515480538121114,0.38295251693734267
5709.1466666666665,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,5.269729847916162e-4,0.027153789034225214,0.48001762993603814
5968.653333333334,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,5.56238933157634e-4,0.034410707347396714,0.578579111095666
6228.16,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,5.871792290143597e-4,0.043520300673273796,0.6712226556577473
6487.666666666666,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,6.198920135702647e-4,0.054904370814937625,0.7522009507237281
6747.173333333333,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,6.544812821716853e-4,0.06905132283126755,0.8186120701066393
7006.68,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,6.910572367634427e-4,0.08650980295932542,0.8702883775588932
7266.1866666666665,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,7.297366595234302e-4,0.10777218932099086,0.908878886373417
7525.693333333333,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,7.70643308915384e-4,0.1327165623546254,0.9368208684270642
7785.2,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,8.139083394725255e-4,0.16238960067058736,0.9566031723623178
8044.706666666667,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,8.59670746696324e-4,0.19719323447566012,0.9703868011308704
8304.213333333333,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,9.08077838529326e-4,0.2373443880031501,0.9798842608815608
8563.72,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,0.00095928573493886545,0.2824920847477342,0.9863782267068779
8823.226666666666,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,0.0010134598972294892,0.3331978504020019,0.9907952299781249
9082.733333333334,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,0.0010707756887861236,0.3888149734883271,0.9937888292435666
9342.24,-2.0753487601068083e-5,-3.951106144485327e-6,5.1674883997359285e-6,-6.951540858391191e-6,4.249990739313808e-7,1.115030998313e-5,3.275825024372991e-7,5.297411302947487e-6,-6.623442055247293e-6,9.354589584268809e-6,-1.851342918510012e-5,1.134812494207044e-5,-1.3088679058866211e-5,4.822086303420222e-6,9.764050227234727e-7,-1.1004169283353765e-5,-1.4226081543947578e-5,-2.3908465702109025e-6,-1.3307146219960195e-6,5.407027645479352e-7,1.0404661697642247e-6,1.0126930841103232e-5,8.508853160593012e-7,3.5802350248846514e-6,-7.815340176556277e-6,-6.39273941892526e-8,2.1115250882054064e-7,-6.009886786719344e-7,0.001131418969037264,0.4474917375699005,0.9958128340365497
